sentence,score 
I guess there's a connection to <url> too. Do you think that's cu worthy?,-0.12006739
"Hi, I just couldn't understand <url> ! Could you explain,please ?",1.075604363
<url>. Who is Alan climate gore?,-0.26741146
"It already look great. BTW, what are your thoughts about the previous post on the names of the other post office and rates lists?",0.732341557
"Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?",-0.117869735
"no, not funny, unless you are a mentally challenged person. Why don't you find a better hobby where you don't post lies and offend the people of Tibet?",-2.780986964
"I don't profess to be an expert on the <url>, but note that the Gaelic Wikipedia has ''xc0rcaibh'', redirected from ''Arcaibh''. Are you certain it should be a short vowel?",0.252254355
"Also, why is this glorious photo of a <url> not used in any articles? Was there some argument about its copyright status?",-0.722764021
Who is this Brit you keep talking about? A past vandal or something?,-0.77723316
What do you think? And how does one go about establishing this project group?,0.513453354
"Hmm, well I'll see before judging. Does it also allow them to be listed from newest-to-oldest and separated into Russian and English references?",0.075209213
"I think that the standards should not apply to animated pictures like ''Tintin'' where start of production is a fuzzy limit. After all, do we have proof that the production of ''<url>'' or ''<url>'' is more advanced than the one of ''Tintin'' ?",0.518782686
"I read the article and can see where it already addresses some of his reliabilty issues. I guess that as long as it was clear that the quotes were from his autobiography and if any other info on the lack of collaboration (from the intro or foreword of the new edition of his autobiography) were included, I think it would be OK. Is there a lot of material to add that is only in his autobiography?",0.237740327
Drat forgot to sign. You blanked my talk page and asked if I don't like K's?,-0.86395113
"It is fair use. And, I have no free alternative in the context of ""Sugoroku Mutou."" Now, why don't you find me a replacement picture in the context of ""Japanese names,"" and I will accept the removal of the picture?",-0.755160608
"Yes, that was really necessary. What's wrong with establishing uniformity in CASH articles?",-0.82317607
"This is what you stated from the page <url>. Can you link to me the policy stating that minimum amount of content in an article, where it's not 'lacking in content,' is needed to be considered undue?",-0.255877045
"Why can't we do like IMDB and have multiple ratings? Is it that simple, or am I crazy?",-1.076848816
"Marhaba Tiamut. <url> has grown quite a bit since last week, and we're planning to take it to GA, would you be interested in joining the push?",1.4709752
Why did you remove my comment from your page? What was the reason for that?,-1.332315258
"On that topic, not every DOS game on Wikipedia has a screenshot. Do you plan on taking any yourself?",-0.118710239
That was a nice pic you put up in the Civil War article. where did you find it?,1.614684557
It's larger now than the sub-stub previously deleted. Can sources be added to verify the achievements?,0.609573553
"Hi, as the creator of this article, this made me nervous until I saw it was reverted. Can you tell me what was that all about ?",-0.259790266
Noetica: help! Can you give an opinion <url>?,-0.224286468
The tag for deletion on <url> has been on far past the requisite five days. Would you be able to delete it?,-0.097291216
"Well, it's been a week and no inputu2014time to move on it? Should we relist the thread at <url> and see if that gets some input?",0.288859712
"See the page <url>, and in particular the section <url>. Does that make sense?",-0.295024153
Um. Could you remind me again tomorrow if I forget?,0.286821159
You're mentioned <url>. What do we know about these images?,-0.48411419
"Unfortunately, I'm still worried this may not be enough to avoid arguments. <url> says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?",0.314524037
There hasn't been much progress made in the last three days. Is anyone interested in responding?,0.832638993
"I replied... also, are you watching that page? If so, I will stop bothering you here?",-0.243455408
"I'm really very sorry, but no, I '''didn't''' know, didn't get a message saying that was wrong. Where was it?",0.784624825
I found this talk page (and <url>) while deleting the user pages that you requested. Would you like to have them deleted as well?,0.811214683
Sounds great. Do you think you could add this over at the dicsussion I've started at <url>?,0.94489221
"Sorry I got called away. Which is the better main name ""Vancouver Harbour Water Aerodrome"" or ""Vancouver Coal Harbour Seaplane Base""?",0.245425467
"He's stumped about what the block is for, and so am I. Could you clarify?",0.444479057
"I do have one semi-newbie question: I made some edits under my IP before registering (<url>) and would like to ""claim"" them now that I have registered. Do you know if that's possible, and if so, how to go about it?",0.744366432
"Are you there? I just posted YAP, Yet Another Plea, on <url>, might you wish to pitch in with something technical or at least magisterial?",-0.054131891
"Well, look again! Does ''<url>'' look like a dictionary-definition page to you?",-2.023899838
I couldn't tell you why glam rock was there. Better?,-0.962906982
Made a bunch of changes to the <url> article. What do you think?,0.746635129
"Huh, I've never actually bothered to use Google Book search. I'll e-mail you some stuff shortly, but here's another topic for thought: can we find any more stylistic characteristics for the genre aside from its association with underground art, its roots in punk and punk forms (hardcore and post-punk), and the fact that, judging by their lyrics, a lot of the artists seem to be miserable bastards (I love how the 1990 EW link makes a point of this)?",0.1001998
"Make that ""copyvio tag"". OK if I revert under those conditions?",0.230851414
I am planning on changing the <url> to the ICF Flatwater World Championships. Any objections?,0.754697031
"In your most recent edit to <url> you stated that the track in Clermont, Florida does not fulfill IAAF regulations (since reverted by another editor). On what grounds does it not and do you have a source for that remark?",-0.54018971
<url> Is there any way I can convince you to change your mind?,0.064656283
<url>? Do the guidelines disapprove of these kinds of dabs?,-0.271089983
"I went to WP:VAND and looked up sneaky vandalism. To qualify for the reward, does it only have to qualify as sneaky or does it have to be ""extra"" sneaky?",0.199379769
What?! Why did you resolve this without dealing with the User I mentioned?,-1.95107563
Would you mind doing the same for <url>?,0.643241674
"Well... pretty much most of what was in the old table, and the category links. May I get in touch with you via e-mail to work on the specifics?",0.47102975
"On a related note, I went through your recent article-work, and saw nothing wrong with your contributions. I was wondering, would you like me to grant your account <url> to make it easier to revert vandalism when you come across it?",1.035776541
Use of the word apartheid to describe the government of Bahrain is now so frequent and coming form people of such stature <url> that I believe it ought to be a free-standing page. Will you have a look at it if I put it up?,0.466500917
How do you save it??,-0.180969321
"About being part of a ""collective"" author on Wikipedia - about having your writing ""edited mercilessly"" by others - that sort of thing. I'm ""interviewing"" a bunch of people over email - can I add you to my list?",0.240789682
Hope you had a good trip. Are you able to take a further look now?,0.779834974
I looked at the quotations and they seemed aligned to me. Is there something that I'm missing?,0.404179395
"If you can't back up that I've used it in WP with a diff/evidence, do you feel that it's appropriate to say that I've used the term in the context such as the diff I provided above? If so, why?",0.119505901
Hello. Can you please pass the pilot whale article?,1.273460991
It's possible he may not be an english speaker. Do you know of a french version of that warning?,-0.245261821
"And if you use Coulson you would probably have to say ""According to Coulson..."". Have you read <url> yet?",-0.580088003
"I found <url> on your <url> as a bluelink, but in fact it is a redirect to <url>. Is there any chance to do some qeue-jumping on this article, or would it be easier to translate from <url>?",0.469401929
Is it referring to a different bank of a similar name? What source is it from?,0.246955313
"Is the caption ""Steelhead trout has been said to exist in Aliso Creek..."" grammatically correct? Should it be ""have been"", referring to the trout as a group?",0.181710654
Here's <url> and <url>. Think these cleanings were appropiately made or were a few spots incorrect?,0.022362489
I think this is a clear case of <url> . What do you think?,-0.375419475
Your new images of Micheal Knight and Devon look kinda squashed. Can you fix them or find better ones to replace them?,-0.565800925
"Fair nuff. Anyhow, somebody's birthday is coming up, is it not?",0.419290893
"Yes, I posted a link to the history. I was asking/thinking where you stepped into the discussion and if you were editing as an IP and that would put a different slant on your 3rr warning to Bbb23?, have you been recently editing the article was the simple question?",-0.82472083
He has been indef blocked once again. I wonder how long it will take him to come back this time?,-1.154873422
"These are getting tagged as orphans and stubs. Are they SIAs, do you think?",0.250764896
I've got some. Want any of them?,0.364815708
"I believe you beat me to several vandalism reverts the other night, so I thought I'd give you this. We could all use more, right?",0.556275454
I am confused as to <url> where it claism you moved it from <url> and it is currently added to <url>. The rfcn had been previously closed as allow?,-0.241362139
"Third, what picture then should go into the Harrison Ford infobox? Would this one (Image:Harrison Ford 1) do it?",-0.068998204
"Hello - someone moved <url> to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",-0.002468155
So you exchanged my suggestion with an ''expired'' nomination... Right?,-1.045517465
"I've ""finished"" the article now. But do you know if the commentary mentions anything more about the phrase, other than it being written by Ken Keeler?",-0.166504638
<url> is empty/non-existing. Looks like you forgot to copy the core part?,0.203973647
There's a vote at <url> to reinstate as the primary topic after a move from <url>. Have an opinion to share?,0.100208152
"Hmmm, Dev, Jet123's nom doesn't really count as your second one, right? I can overwrite it?",-0.152301049
"Thanks, firstly, for the affirmation and work on <url>; it was yesterday's featured article! As a related article, I've been working on <url> - what do you think would be necessary to get it to FA?",1.387036406
Indian cultural imperialism is rampant this am - what nxt? we have had the mongolians and indians - maybe the astragoths next?,-0.884538266
"Email checked and responded to. If you can't respond here, could you at least leave me a note to check my email?",-0.911159791
"Thanks; I expected a decline, despite my extensive comments at <url>. As there is nothing more to this article than listings of bylines in non-notable publications, minor book acknowledgments, uncredited movie extra roles, blog comments, paid directory listings, and unsubstantiated claims about wildly over-the-top PR accomplishments, what exactly do you consider to be the examples of ""credible notability""?",-0.612895617
"I've finished with that category, yes. Would you like a hand clearing it?",1.034830416
"I was thinking on it, but one question: I see several articles either deleted or promoted to FA after the oldid the sweeps uses. I'm assuming we simply ignore these?",0.301144248
But how do I enter my username if the page is protected and I'm not an amin. Am I doing something wrong?,-0.027169702
"Yeah, I got one too. Are you still acting as an advocate?",0.225612248
"One thing I noticed though is that the letter rows (""0-9"", ""A"", etc) look a bit strange when the table is sorted using a non-alphabetic criteria. Do you think we need them at all?",0.124626194
"One the the main reasons I ask for a citation is to learn precisely what is meant by ""the consistency of the reals"". You haven't heard anything about this, Trovatore, have you?",-0.4425872
That's nice. May I ask why you noticed this?,-0.153853842
"Hey, I see you've been contributing! Time to lose the ""leaving Wikipedia"" box?",0.424662227
"---- Though I thought I would note that you have now exceeded <big>'''500'''</big> edits while on ""wikibreak"" and that is over less than 10 days, May I ask what kind of break is that???",-0.700019156
So the nomination was made by your sock. Could you explain why you choose to use a sock?,-0.329958117
"The article doesn't seem to imply that ''The Game Keeper'' was created by WotC, nor does it give a hint when the company bought the stores. Were you thinking of something specific I can change to make that more clear, or is it fine as-is?",0.186850795
I think I may have found a solution on the Immaculate Conception article. The deadline is October 11th?,0.218071342
"BTW, I'm amazed that he has the gumption to show his mug after <url>. And do you have the balls (metaphorically or otherwise) to place a hatnote above his article linking to that term?",-1.607915361
<url> has been protected since July. Do you think it might be okay to unprotect it now?,0.475788043
"Regarding <url>: <url> seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at <url>, so shouldn't that be how it's linked on the dab page?",-0.539620623
Also I noticed you made new Europe and USA maps for this and <url>. Do you think it would be good to have a world map for <url>?,0.624756701
"Lots of books contain prominent claims on one of the first pages along the lines of ""any reproduction of this book blah blah blah is prohibited"", often this is found even on books in the public domain. Am I entering into a binding contract by continuing to read the book?",0.187571884
It's about freedom of speech and no Islamic terrorism is going to deter the truth from outing. And if it's forbidden to look at figures of Mohammed how come you did it; are you going to hell?,-1.8945372
"Just FYI, I have decided to be <url> and remove the screenshot at the top of the article. There is already a link to a mirror of goatse.cx in external links, so why force readers to look at that?",-1.115437556
I don't understand the system there. What does bold mean?,-0.082422414
"Sorry, I see what happened now. In fact that's even stranger, how did I manage to make a multi-hour edit without getting hit during the vandal's attack?",0.31164939
Problem solved! Aren't administrators handy?,0.599798274
I tried searching for that link in the section that I was editing and it wasn't there I didn't edit from the top but just from the section. Does the filter only look inside the section or is it based on the whole talk page?,0.210690301
"Is this, perhaps, what the main article calls a ""Backshot wheel""? If so, should the article be renamed?",0.084855687
I noticed that you have a lot of empty or blanked sandboxes that you used before moving articles to mainspace. Do you want these deleted or are you saving them for something?,0.36907631
"Hi ER, which Bio. do you think could use a little of my majic (smile)?",0.854714278
I don't understand why did you add that message at the bottom of this page??,-1.545324605
"Oh? You know something I don't, Friday?",-1.399569722
"Since the ""discussion"" was not advertised at the affected pages, it did not involve the ""community"". Do you not see that?",-1.77464496
Are u the guy on TV Forum using the same name??,-0.578837059
Sorry... haven't unblocked many people before. Is it ok now?,0.682535344
"I've been looking at some of the moves you have made, as above, which you justify by reference to <url>. Could you point out where in <url> this recommendation is made?",0.07770238
"I'm confused. Can I just edit it, or should I ask here first?",-0.118125468
"Although Singapore does not use Traditional Chinese, I still think we should at least add Traditional Chinese titles for shows not made by Mediacorp, and bought from overseas (mainly Hong Kong) TV stations. What do you think?",0.642234744
"Can you put a better dab <url>? (I can't decide) And since there's a 1996 TV series redirect, would <url> prefer a redirect like <url> over <url> on <url>?",-0.245957577
"Hey Alex... I just emailed a United Kingdom professor, intending to email a University of Kentucky professor. If he expresses interest, are you the person he should talk to?",0.917101611
Could possibly be. Have you tagged any of the non-free images for review?,-0.02254131
"Um, what? So presumably you'd like to change ""Irish footballer and manager"" to ""Republic of Ireland-born association footballer and coach (sports)...""?",-1.233121564
"Thanks for the quick response. Would you have any suggestions on editors who would be interested in this field, or who might have experience with FA reviews?",1.121399416
"I started, but gave up. And why link the word 'mother'?",-1.04203496
"It should be possible to export from mathematica to eps I believe, or even to other formats, like png or gif (maybe from the ""File"" menu). Could you try and see if it works?",0.187120589
I'm tempted to close this as a withdrawn GAN since it's been open nearly 2 months and nobody wants to touch it. What think?,0.068444462
"Option 3 is my preferred option as well. but the recommendation suggested we go with option 2 first pending consensus on 3. Even though the mediation cabal decision is non binding shouldn't we just follow through with 2 and take a poll on 3 at a later date, as per the recommendation?",-0.082313646
<url> is brand new and may need some attention. I thought you might be just the person who can help get that article at least secured against SPOD-attacks?,0.834700446
"I put both in the first sentence, to show a range. Is that OK?",0.524733488
"My user page is semi-protected, and the vandals are blocked. Do you want to semi-protect my talk for me please?",0.120701665
"I believe you wanted to find out which party the PP was? Well i'm sure you'll be able to find it at http://elections.uwa.edu.au/partysearch.lasso - my guess is that it could be the Progress Party, who ran in the 1977 WA HoR election?",0.629809302
/me scratches head. did you let VP access the internet through your firewall?,-0.433517786
"Hmn, it appears I'm still blocked. Is there a lag?",0.150565905
You also say that I am participating in a high-tech lynching. Isn't that what you did when you put SamuraiClinton on RFA?,-1.301871258
"Hi Mike--The above article has now been looked at by two folks who have marked it ""good article."" How do I either get rid of the unreviewed article tag or get whatever feedback I need. I have left notes at the request for feedback page twice now.Can you help?",0.279738546
Any idea what happened here <url>? Buffer overflow because my comment was too long?,-0.660385588
Do you live in the US? How excited are people about the album?,0.593712734
"Howcheng, <url>u2014Great pic, but needs size, and the readers are caught between small at 550px or huge at full res. I wonder whether 600px would be possible, with a link to the interactive wideview function at the end of the blurb?",0.149421538
"I have a quick question for you (I'm asking now since I am sure that this is going to be brought up either at the ACR or the FAC, when I finally get there): you've added a ""pp."" for the citation given for the national defense authorization act of 2007, but the rest of the article makes use of the ""p."" system. Shouldn't the ""pp."" be changed to a ""p."" for conformity, or is the use of the ""pp."" correct from the perspective of citation guidelines?",0.191319419
"Reading the DYK criteria, I see that an inline reference must be placed immediately after the extraordinary fact being used as a hook, and I don't see anything extraordinary immediately before the inlines. Could you shift an inline, or add more extraordinary bits?",-0.004238729
Didn't get it. What is it about?,-0.06486987
"Although I have yet to understand what some of your maps mean, they are superb! Have you ever considered professional cartography?",2.235788034
"I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?",0.238269178
"I'm kind of afraid to undo <url>, mainly because I have doubt in whether the nihongo template is necessary at all. Thoughts?",0.542647478
"Sounds good then. In this case, would it be wise to simply remove the ""influence"" field since it simply overlaps with ""subjects""?",0.77321745
Hi! What would you like help with in particular?,1.593996048
If you are beccoming a target again do you want semi prot for a while? How much activity is it getting?,-0.225801379
"You're back! And, am I ready for what?",-0.300136521
"I don't have the full list online, but I do have the 07-08 AJHL record book. Are there any specific seasons or teams you are looking for?",0.601198204
"Hi, I've reverted the edits you made to <url> as the flags by the clubs put's the box totally out of sync (on explorer anyway). Can I suggest that you don't add these flags?",-0.025671505
"You should be able to edit semi-protected pages at present, as far as I can see. What happens when you try to edit <url>?",0.125571858
Hi. Is there anything I can do to help you utilize the spell check features of your browser?,0.83815657
I have it ready now. Would there be any policy violations if I upload the image over the protected one?,0.412971141
I have also used WP:RM for Norway attacks. Which one would be faster?,0.189324834
"You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?",-1.260454525
You sure? Are you in my chinese class as well?,-0.162352602
Good find. Do you have a cite for the second para?,0.679906754
"Hi, You may like to look at his page when you have time; I guess it typifies ""guys who want to disseminate info on the subject"" vs ""guys trying to clean dab pages"". Or am I missing something somewhere?",0.134776967
Sure. A redirect how though?,0.258888919
"One to go. Shouldn't ""now welcome"" be ""not welcome""?",-0.561144849
"Thanks terribly for looking it up. Would it be alright for me to use the new source in Europe, economy section then?",0.505347077
"In the article on <url>, you recently replaced a non-free image with J. Malcolm Greany's ''Ansel Adams and Camera'' on the basis that the latter image is in the public domain. How did you determine that this image is a work of the U.S. government?",-0.701363692
It needs to be redirected anyone can do that. Is there any information that is in the article that is not in <url>?,0.089938762
Thoughts? Preferences?,-0.389136825
Why would you doubt that. And for that matter why wouldn't you rewrite it yourself?,-1.819553424
I noticed your edits and the VfD discussion on the topic. Are you on facebook?,0.451729492
"Notability is an issue of common sense: you're writing for other people, so what is notable for you (or me) is not that relevant. My local shop is more important and notable ''to me'' than Wal-mart, but who, other than me, actually cares?",-1.084985349
"And in the future, I should just add to this topic, or should I create a new one at the bottom? Aslo, can I contact you by editing my talk page?",0.473077692
Hi Kathleen - It looks OK to me; all I did was change the template wording a bit and add parent cats to the stub category. What problem were you having?,0.801524925
Welcome to wikipedia? Does <url> and <url> look like unreferenced uselessness to you?,-0.890603291
"You can sign and date tag your contributions with four tildes. A quick point: you give a range of 2880-3480, assuming 10% error, but I make 490 x 6.3 = 3087, so should not your range be nearer to 2780-3380?",0.448033308
"It was closed as ""no consensus, default to keep"". What difference does it make?",-1.120714808
"Like most users with their articles screwed over by <url>'s new web facelift, I'm at a lost with <url> being dead. Can you help?",-0.065407123
"Yes, I do, but Norris is generally better. What points/issues do you think it should also cover?",0.240577494
"I think the article needs work. For example, I think ""U.S. late 1980s - 1990s"" should after ""Detroit sound."" ""UK 1990s"" should after ""U.S. late 1980s - 1990s."" What do you think?",0.618894576
And what about <person>? Does it need fixed now too?,-0.445849708
"Hi again! Per your <url>, I'll leave questions here, which actually leads me to a question, hehe; why would you want users to bring RfA discussion to your talk page rather than keeping it in a centralised viewable location on the RfA page where users are encouraged to submit questions for optional response by the candidate?",0.512378364
So what exactly was the point in moving 'Birmingham New Street Station' to 'Birmingham New Street railway station' I've never heard it called that before nor any other of the Birmingham stations. Is there any need to add 'railway' to the title of a station unless it is being disambiguated from a bus station or something?,-1.468069626
"Thanks, but I've already read those essays. Did you have anything to say yourself, personally?",-1.245377674
"I also found your audio uploads at <url>. If it's not a burden, would you mind recording more Hungarian town names for WP?",1.478870971
"I created these articles. So what your saying is that when I finish the bigger article, redirect these articles to the big one?",-0.061509991
I tend not to be an RFC closer -- apologies. Hopefully someone else will?,0.49877184
"Working on it - sent an email to the people at the Cambridge U Library to see if they know where it's from. In the meantime, could you check with Jappalang that his concern about the infobox image has been addressed?",-0.051943348
I haven't received an answer but it wasn't reverted. What does this mean?,-0.039858212
"You reverted my wording changes here, pointing to the talk page, but the last comment there is my rationale for the rewording from back when I revamped it. Am I missing something?",-0.401766728
"Sorry that was written badly but you have ""Category:Songs introduced by Fred Astaire"" in ""Category:Songs introduced by Fred Astaire"". Should it not be in something like <url>?",0.124919309
"Not sure how much the vote matters, though. Do you think this should be mentioned at the TPM talk page if the review results in a relisting?",-0.145305468
Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,1.951290012
"You've violated <url> on <url>, with 2 reverts in half an hour. Would you like to revert yourself to avoid being blocked again?",-0.572729329
I have made a Ukrainian version. Were would you like me to email it to?,0.527818944
"Despite my best efforts, I've been unable to find the coordinates for the <url>: it's a specific little spot somewhere on a rail line between two villages, 3 miles apart. Is the ""coord missing"" template appropriate, since they're missing, or is it inappropriate, since I believe that no reliable source has that information?",0.447638098
"Hi Mecu, I've been asked by a user (a photographer) how they could add there pictures with limited copyright, for instance, there more than happy to upload them for use within wikipedia, but just don't want to release it completely free from copyright. Would a fair use tag be appropriate?",0.945739417
"Greetings, sorry to bother you here... I have been using the MissingTopics tool for years, to generate <url> The last time I used it successfully was Nov 16. Something must have changed in the algorhythms since then, because it will no longer read any page starting with an Amharic character... Is it broke?",1.44028371
I don't think removing that info is the correct fix. Just change the punctuation... OK if I do so?,0.289413262
"ChrisO, am I being paranoiac or are you undertaking some kind of campaign against me? What exactly are you referring to this time?",-1.030295282
"Hi there, what do you think would be a good way to explicitly point out in IPA that a two vowel string is <url> and not a <url>? Can one use the same underdot diacritic used for <url>s, <person>?",0.348408839
"Ping. Are you providing the missing sources or removing the unsourced material, so I can make it pass GA?",0.115276077
Are you sure that you want to withdraw your nomination to delete the 2 old articles? Don't you want the 2 articles deleted since they have been merged into something much better?,-0.016113852
<url>.. it doesn't really explain what the issue was. Can you word it better?,-0.742414326
"Hi, what was the image you are having problems with? Was it <url>?",0.469287092
"I am reluctant to mention this, but having your paragraph in bold on <url> seems to me to be a bit self-promotional and unfair to the other members. Is there any chance that I might be able to persuade you to voluntarily unbold it?",0.952080948
"I'm curious, are you stopping at characters? Or will you eventually move onto season pages and the main page itself?",-0.17496342
You've not said anything recently; Are you still editing? Is everything OK?,0.41225303
"He's already been blocked, as far as I can tell. Is there anything else that needs to be done, at this point?",0.085362971
"Unfortunately, on the topic you have chosen, the excellence of what you are doing is far from the only issue. Are you producing an excellent article of a kind that should not actually be in Wikipedia but in some other more specialized project?",-0.105134058
"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using. What is the next step - doing an official call for opinions?",0.418492055
I did not have intention to put the username signature into any article. Where did you find it?,-0.103011651
"Hi there. Regarding the comment you added <url>, how can this be verified?",0.116795834
"I'm not sure how I feel about you adding coordinates to locations all over the place, but rather than get into that, let's start with something easy: ""<url>"" does not equal ""<url>"". Do you need me to explain why, or was that just a typo?",-1.01194834
"I was wondering why you removed him from Category:Alameda. He's pretty famous around there and it would be notable to have him in the category of Alameda, wouldn't it?",0.096138832
"I have absolutely no desire to breach copyright, could you please clarify the status of images on Flickr? Do I have to get direct permission from the author or do I only obtain free images from Creative Commons?",-0.105239776
I'll add that to the others. Will that work?,1.234961753
"To this day with the latest release, taking chances, the owner/copyright holder of all of Celine's discography is Sony Music Canada- (P) and (C), even though epic and now columbia in NYC is where she is signed to produce recordings. For now, Celine's infobox says ""CBS Records Canada (1986u20131990)"", but since her discography owner/copyright holder is still Sony Canada, should I change this to Sony Music Canada (1986-present)?",0.316240498
"I think we're ready for FAC now. As the two top contributors, perhaps we should co-nom?",0.378547216
"I was in doubt too, but when dealing with such incomprehensible concoctions I prefer to err on the side of BLP caution. Would you like it userfied?",0.765300927
"Greetings, and thank you for your cogent remarks at <url>. Would you be interested in voting in the straw poll <url> as well?",1.175278951
Hi. Just wondering why you deleted the OneCone International article?,-0.087542071
"Never mind, got it. Is the stereochemistry known?",-0.61701507
I've searched my e-mail and can't find anything. Was there an earlier note about this on-wiki somewhere?,0.027907141
Thanks for the good advice. I still think the electric-shock-button idea is a good one though :-) You been having problems with images as well?,0.948751869
"In my calculation if I got blocked that would only be good for me as it would clear my mind from the obsession to try and change that which seems wrong and mutable, but carries no private benefits for the reformer. Is that line of thinking truly alien to you?",-1.562176588
"Re your e-mail, there is info there which is not on my talk page. May I add it to my talk page, or would you prefer it stayed off?",0.722067516
You made three other edits to the <url> article on 25 November 2007. Can you explain why?,-0.01249504
How was the bell frogging? Where about did you go and what did you see?,0.464458528
sir.. what is the exact time will it be deleted.. sir.. do you have any facebook account.?,-0.363837534
"Tell me, after your uni starts again, will you not be as present again? And when does it get over?",-0.34470748
"You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the ""party"" given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?",-0.800379147
"Hey US, I added a rationale to why the project was looking to create its own criteria. Could you take a look at it and see if it changes your mind?",0.378799345
"I just reverted your addition of a fossil range template to <url>, because with only an arrow at the very right it didn't seem to add much useful information. Perhaps we could make a separate template to show only the Cenozoic or so, which would allow us to show more detail in these fossil ranges?",0.354571516
I dont disagree with your blocking it as promotional but its only edit was to remove an obvious BLP violation and the user who reported it as promo-username restored the violation. Would you mine reinforcing the WP:DOLT essay to Teapotgeorge?,0.273623606
I messed with this problem a bit last week but couldn't come up with anything. Is there a timeline expert that can come in a fix it if we recommend that action be taken?,0.49240794
Hi again. How do you become an administrator?,-0.014908673
"Great Article RaveenS, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",1.004494181
"If it works consistently, a printonly abbreviation would make sense. But how many editors would actually see that form to catch problems should they arise?",-0.181128812
"Sorry, almost forgot. After calling me a ""child"" ""uneducated"" and making remarks to the effect of ""shouldn't be allowed to post on edit Wikipedia"" what grounds have you got to stand on to say I've made personal attacks against you by suggesting vandalism?",-1.152793459
"02:33, 25 February 2008 24.47.208.127 (Talk) (58,755 bytes) (u2192Suicide: added external link to Marlborough Gallery (Marlborough Fine Art)) (undo)-------is this the place for a link to this gallery site? I don't know yet how to think on such matters--will you have a look?",0.064842932
One other question I have is that the ''Wikipedia'' article states that his 1968 paper had been first rejected by American publications before it was accepted by the British one. Would you happen to know why?,0.453847885
Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?,-0.555975158
Just noticed the compact on the evolution talk page. Are you going to reframe the discussion?,0.056898629
"Terms like ""elected"", ""responsible"" and ""designated points-of-contact"" imply some sort of delegated authority, I'd have thought. By omission, is Hornoir saying that the delegate has authority over other aspects of the project?",0.268354691
"Umm... isn't the template page itself semi-protected? If so, then shouldn't it be in the category?",-1.24511007
That's that we have a policy against picture gallery links. But could you tell me where that is?,0.063773812
"<url>: I am not sure how a regular spy mission gone bad had contributed to the history of cryptography. Should every spy ship, listening post, tampered cable and what not get included in the category?",-0.82195384
On the mediation page you made a number of statements that I said I would like to discuss with you. Would you be willing to do that <url>?,0.726101954
"I only used approved templates. If they are not considered polite, why have them?",-0.744923488
"On your Citation templates subpage you have the statement ""CS1 and CS2 both use <person> as a meta-template and are variants of APA style."" In the past I have had experienced editors tell me this, but none of them could point to any documentation or contemporaneous discussion to verify this statement. Can you point me to any confirmation of this statement?",0.766155486
I reverted your change to the Pet Shop Boys article - it was kind of a bizarre change (i would have considered it the work of a vandal were it not for the seemingly valid other wikipedia work you've done). ?,-1.876211586
"How did you learn Interlingua? Was it an online course like lernu, or what?",-0.775241405
"Can I you take a look at <url> and <url>? Specifically, look at the formatting of the general reference; is it an acceptable way to present the references?",0.957892083
"That sounds fine. When does the drive end: at the start of August 13 or at the end, and according to which timezone?",0.554377998
"Your new map is a great, less distorting, format, but it leaves out a whole lot of countries that have recently joined the alliance - Estonia, Latvia, Lithuania, Slovenia etc among them. Can you fix this please?",1.116320416
"Apologies, I was busy prod'ding this article when you speedily deleted it, so I inadvertently re-created it. Can you delete it again, please?",1.797996439
"Guess you're still living in the real world ;-) Just thought you might to have a gander at <person> and note the ""other routes"" sections...is <url> worth it? Were there any on the Omineca or Finlay btw?",-0.251429618
Thanks! What type of documentation do you want u2014 an explanation of using the notes feature?,0.981139452
I am very concerned with T2. Do you have any ideas on how to stop it from being implimented?,0.274788052
Links to attack sites and so are not allowed. You must know that you violated BLP?,-0.587080787
"What would be needed is for a human to check the list, do various filters, and then suggest values for the missing data. What is the best format to return the data in, having in mind the idea to get a bot to add the data?",0.385341904
"Yes, I just saw that. DJ, if you wished to delete the still tagged pages then that was your judgement call but to delete pages which I had already declined a speedy on was rather bad form wouldn't you say?",-0.709173861
"Tim, it strikes me that DNA is getting more than average vandalism for daytime; I suspect it's schoolbreak week somewhere. I'm not able to help much as it takes so long for the page to load; do you think it's time to ask for a semi-protection break?",0.015605609
